STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2023-S1,,1910,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2023-S2,,1910,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2024-S1,,2146,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2024-S2,,2146,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2025-S1,,2282,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IE,Ireland,2025-S2,,2282,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,1999-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,1999-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2000-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2000-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2001-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2001-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2002-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2002-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2003-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2003-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2004-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2004-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2005-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2005-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2006-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2006-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2007-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2007-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2008-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2008-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2009-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2009-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2010-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2010-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2011-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2011-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2012-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2012-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2013-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2013-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2014-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2014-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2015-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2015-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2016-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2016-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2017-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2017-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2018-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2018-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2019-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2019-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2020-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2020-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2021-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2021-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2022-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2022-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2023-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2023-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2024-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2024-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2025-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IS,Iceland,2025-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,1999-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,1999-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2000-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2000-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2001-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2001-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2002-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2002-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2003-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2003-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2004-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2004-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2005-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2005-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2006-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2006-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2007-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2007-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2008-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2008-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2009-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2009-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2010-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2010-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2011-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2011-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2012-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2012-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2013-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2013-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2014-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2014-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2015-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2015-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2016-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2016-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2017-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2017-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2018-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2018-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2019-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2019-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2020-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2020-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2021-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2021-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2022-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2022-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2023-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2023-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2024-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2024-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2025-S1,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,IT,Italy,2025-S2,,,,m,missing value; data cannot exist,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,1999-S1,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,1999-S2,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2000-S1,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2000-S2,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2001-S1,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2001-S2,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2002-S1,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2002-S2,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2003-S1,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2003-S2,,125,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2004-S1,,130,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2004-S2,,145,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2005-S1,,145,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2005-S2,,159,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2006-S1,,159,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2006-S2,,174,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2007-S1,,174,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2007-S2,,203,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2008-S1,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2008-S2,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2009-S1,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2009-S2,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2010-S1,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2010-S2,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2011-S1,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2011-S2,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2012-S1,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2012-S2,,232,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2013-S1,,290,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2013-S2,,290,,,,,
dataflow,ESTAT:EARN_MW_CUR(1.0),Monthly minimum wages - bi-annual data,S,"Half-yearly, semesterly",NAC,National currency,LT,Lithuania,2014-S1,,290,,,,,
